ETH_DOLLAR,ETH_BTC,Price_Diff,Volume,Num_of_Trades,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,transactionvalue,marketcap,tweets,google_trends,fee_to_reward,fear_gear_index,Open,High,Low,Close,SMA_7,SMA_30,SMA_100,EMA_200,EMA_8,EMA_50,RSI,macd,macd_signal,macd_hist,ENGULFING,BB_upper,BB_middle,DD_lower
226.46,0.024925,9.139999999999986,592485.91115,210294,1039119.0,36414.0,334668.0,2358316359484600.0,186911563206410.0,0.0202,417787621.0,0.642,0.294,0.224,402.059,25643707992.0,4332.0,5.521,16.914,42,230.99,232.01,222.87,226.46,226.64142857142858,226.64142857142858,226.64142857142858,199.619644531337,228.43158282288886,223.95418189254718,47.29762225013256,-0.48239086260937825,0.855590513990484,-1.3379813765998623,0,241.39922731704408,229.671,217.9427726829559
224.87,0.024829,4.159999999999997,314578.5004,139167,1022098.0,35935.0,317932.0,2382837221643072.0,190398643293511.0,0.02,413354780.0,0.674,0.307,0.222,404.418,25446783788.0,4064.0,5.339,17.283,41,226.46,228.13,223.97,224.87,225.95999999999998,225.95999999999998,225.95999999999998,199.87089184943315,227.640119973358,223.99009632813357,46.09283598954352,-0.8081278695305798,0.5228468372862712,-1.3309747068168511,0,235.6448881545798,227.844,220.04311184542019
229.17,0.025085,6.280000000000001,307726.46593,134338,946287.0,32081.0,318908.0,2408139345124500.0,190439350603970.0,0.0189,274729251.0,0.5429999999999999,0.239,0.224,290.323,25493669689.0,4052.0,5.933,13.768,40,224.86,230.71,224.43,229.17,227.13571428571427,227.13571428571427,227.13571428571427,200.16242526386665,227.98009331261179,224.19322980546167,49.81583894290792,-0.7111055488046532,0.2760563600680863,-0.9871619088727395,100,233.8019971534241,227.30300000000003,220.80400284657594
227.56,0.025087,6.799999999999982,355747.12006,152077,880075.0,29736.0,278599.0,2377379511992100.0,188951064445330.0,0.019,232755168.0,0.545,0.231,0.222,264.472,25459716026.0,3666.0,5.465,12.947,38,229.24,229.85,223.05,227.56,227.51142857142852,227.51142857142852,227.51142857142852,200.43503794780827,227.8867392431425,224.32526000916906,48.466168649575714,-0.7554201915543786,0.06976104974359332,-0.8251812412979719,0,232.33020602769187,226.80900000000003,221.28779397230818
241.6,0.025862,15.069999999999993,864817.507,268187,1020012.0,34649.0,307643.0,2389478678201600.0,190275858512780.0,0.0202,531613112.0,0.629,0.29100000000000004,0.223,521.183,26307188203.0,5520.0,6.381,15.928,40,227.54,242.0,226.93,241.6,229.46428571428564,229.46428571428564,229.46428571428564,200.8446395602679,230.93413052244418,225.0027007931232,58.91886989365413,0.3384691361095804,0.12350266701679075,0.21496646909278966,100,238.44845249427792,228.00500000000002,217.56154750572213
239.39,0.025859,9.370000000000003,600424.9720899999,213589,1064506.0,35739.0,332866.0,2349911136065227.0,188110889898520.0,0.021,545634258.0,0.623,0.302,0.222,512.57,26755825325.0,5571.0,6.359,16.076,43,241.6,243.77,234.4,239.39,231.43428571428564,231.43428571428564,231.43428571428564,201.22817548504133,232.8132126285677,225.5669086051576,56.96039090683948,1.0153514397082688,0.30187242155508637,0.7134790181531825,0,241.1341127254329,229.85,218.56588727456707
246.95,0.026174,11.099999999999996,958185.83708,309582,1092210.0,36696.0,326817.0,2428374563081700.0,194437750141990.0,0.0218,776102024.0,0.8059999999999999,0.396,0.221,710.579,27317888906.0,5357.0,7.3039999999999985,19.649,44,239.39,248.88,237.78,246.95,233.71428571428564,233.71428571428564,233.71428571428564,201.68311901255336,235.95472093333044,226.40546120887691,61.65584775405315,2.137178299340235,0.6689335971121161,1.4682447022281186,0,246.72229052201396,232.052,217.38170947798602
241.98,0.026206,10.02000000000001,647641.58291,243580,1070343.0,36306.0,327312.0,2403289733407635.0,191389567070740.0,0.0216,598257350.0,0.747,0.353,0.224,558.94,27375036042.0,4253.0,6.95,18.215,44,246.94,247.9,237.88,241.98,235.9314285714285,235.9314285714285,235.9314285714285,202.0840830024782,237.2936718370348,227.01622743597977,57.235142304479055,2.595279932392714,1.0542028641682357,1.541077068224478,0,248.94735325614687,233.45700000000002,217.96664674385318
241.26,0.025973000000000003,6.439999999999998,455025.12385,181124,1034806.0,33660.0,313725.0,2391923596958463.0,188568396895130.0,0.0205,591891768.0,0.595,0.294,0.225,571.9830000000002,26890907883.0,10018.0,6.785,15.298,41,241.97,242.16,235.72,241.26,238.27285714285708,238.27285714285708,238.27285714285708,202.47389312185652,238.1750780954715,227.57480675221586,56.60198768625293,2.8671797311387763,1.4167982375623438,1.4503814935764325,0,250.18226660495714,235.02300000000005,219.86373339504297
239.19,0.025902,4.129999999999996,294476.00626,140265,982930.0,31408.0,320248.0,2396733448300371.0,192491001432190.0,0.0201,265967621.0,0.552,0.253,0.22,270.587,26959373399.0,5952.0,5.973,13.563,44,241.27,241.67,237.54,239.19,239.70428571428565,239.70428571428565,239.70428571428565,202.83922751865396,238.40061629647784,228.03030452663876,54.727531039291954,2.882404020969574,1.7099193942437898,1.172484626725784,0,250.92786937298902,235.84300000000007,220.75813062701113
242.79,0.026102,7.479999999999991,469315.1172,201729,997960.0,33339.0,302386.0,2423942793963600.0,193603614354590.0,0.0197,300203033.0,0.51,0.24,0.222,300.817,26955391239.0,5084.0,5.997000000000001,12.825,41,239.19,244.0,236.52,242.79,241.87999999999994,241.87999999999994,241.87999999999994,203.23674764284647,239.37603489726052,228.6091161138294,57.37152439284826,3.1486634614812203,1.997668207691276,1.1509952537899444,0,251.6525502150613,237.47600000000006,223.29944978493882
239.5,0.025918,8.0,604093.04245,240032,1151834.0,38813.0,340610.0,2444765450655600.0,195187487613000.0,0.0216,660434050.0,0.762,0.3720000000000001,0.222,573.376,27224880872.0,7493.0,6.291,19.458,43,242.76,245.33,237.33,239.5,241.57999999999996,241.57999999999996,241.57999999999996,203.5975760245097,239.4035826978693,229.03620959956157,54.253143458515055,3.0589389381045464,2.20992235377393,0.8490165843306166,0,250.3621009800375,238.93900000000008,227.51589901996266
240.44,0.025978,5.090000000000003,426320.89188,172704,1098661.0,35595.0,332054.0,2408928049386500.0,190755179390734.0,0.0209,770191444.0,0.6559999999999999,0.329,0.225,701.0269999999998,26928579585.0,5033.0,6.091,17.21,43,239.5,242.09,237.0,240.44,241.72999999999996,241.72999999999996,241.72999999999996,203.9641673078479,239.63389765389834,229.48341706624544,55.005645089779385,3.0287679988423974,2.373691482787623,0.6550765160547742,0,249.45400170430855,240.0660000000001,230.67799829569162
238.61,0.025941,4.619999999999977,368350.66518,154984,1111360.0,36339.0,356002.0,2384779411814400.0,190147080601320.0,0.0218,455857447.0,0.777,0.365,0.223,410.18,26899014881.0,3792.0,5.787000000000001,19.593,44,240.45,241.45,236.83,238.61,240.53857142857137,240.53857142857137,240.53857142857137,204.30890196150116,239.40636484192095,229.84132227933384,53.17191092492117,2.824631017952214,2.4638793898205416,0.3607516281316725,-100,245.8119520575052,241.1710000000001,236.530047942495
233.57,0.025574,9.369999999999976,587161.73894,222138,1068464.0,34886.0,316699.0,2416897008164607.0,190639176883880.0,0.0215,519897454.0,0.852,0.4,0.225,486.584,26338200888.0,4095.0,6.214,21.07,43,238.59,239.39,230.02,233.57,239.33714285714277,239.33714285714277,239.33714285714277,204.60005716586434,238.10939487704962,229.98754493504623,48.38752049930153,2.2304538275915036,2.417194277374734,-0.18674044978323057,0,246.84840616011428,240.3680000000001,233.88759383988594
232.67,0.025419,3.1899999999999977,325600.21444,149088,1078101.0,35469.0,313378.0,2361180447237900.0,186766174432460.0,0.022,444745514.0,0.8640000000000001,0.417,0.223,412.527,26215556649.0,3609.0,5.33,21.521,41,233.58,234.84,231.65,232.67,238.10999999999993,238.10999999999993,238.10999999999993,204.87936007963683,236.90064045992747,230.09273925131893,47.56447525414567,1.6677172388178292,2.267298869663353,-0.599581630845524,0,247.665342256421,239.69600000000014,231.72665774357927
235.67,0.025698,4.480000000000018,341356.6182,136494,1071509.0,37273.0,291192.0,2402131610682276.0,192879697762230.0,0.0213,320322369.0,0.8029999999999999,0.3720000000000001,0.221,298.945,26411900989.0,,5.707999999999998,19.941,44,232.66,236.8,232.32,235.67,237.6071428571428,237.6071428571428,237.6071428571428,205.1857346062076,236.62716480216582,230.31145535911034,50.581922046254526,1.4471376636952016,2.103266628469723,-0.6561289647745214,100,245.19039714906424,238.56800000000015,231.94560285093607
239.11,0.025966000000000003,6.639999999999987,348803.52073000005,144896,1082448.0,39012.0,306577.0,2424577704170800.0,191819525838520.0,0.0216,387185562.0,0.863,0.385,0.223,357.694,26485743169.0,3418.0,5.513,21.576,41,235.67,239.92,233.28,239.11,237.08142857142852,237.08142857142852,237.08142857142852,205.52328948574782,237.1789059572401,230.65649632541974,53.86066382961051,1.5322432653661338,1.9890619558490052,-0.4568186904828715,0,244.52499519537966,238.28100000000018,232.0370048046207
236.01,0.025765,5.669999999999988,396657.91938,164435,1143700.0,38791.0,332084.0,2362944145208600.0,187918469505380.0,0.0238,537323389.0,1.065,0.493,0.224,469.811,26809942680.0,3521.0,5.684,25.608,44,239.12,239.72,234.05,236.01,236.5828571428571,236.5828571428571,236.5828571428571,205.82663983912346,236.9191490778534,230.8664376459915,50.60244110870266,1.334166534306462,1.8580828715404967,-0.5239163372340347,0,243.7890900871623,237.75600000000023,231.72290991283816
245.59,0.026154000000000004,11.090000000000005,637462.08074,240019,1120095.0,38915.0,294927.0,2302394117851142.0,182581243674350.0,0.0252,573538975.0,1.157,0.561,0.226,512.045,27211493995.0,4436.0,6.4670000000000005,26.459,44,236.0,246.66,235.57,245.59,237.31857142857137,237.31857142857137,237.31857142857137,206.2222951641073,238.84600483833043,231.4438322481095,58.880767803894074,1.9279905594385411,1.8720644091201055,0.05592615031843562,100,246.04360459227684,238.39600000000024,230.74839540772365
263.74,0.027708,28.100000000000023,718417.68296,273546,1138040.0,39086.0,314727.0,2277414665187500.0,180688788019070.0,0.0257,726289159.0,1.126,0.524,0.223,638.193,27623649542.0,5609.0,6.697,26.183000000000003,50,245.53,269.61,241.51,263.74,240.90857142857135,240.90857142857135,240.90857142857135,206.7946106351112,244.3780037631459,232.71034863053657,69.35806142573884,3.819129148252131,2.2614773569465108,1.55765179130562,0,257.5243260404354,240.49100000000027,223.4576739595651
275.3,0.028664,20.28000000000003,1068774.57879,378573,1146962.0,38978.0,324399.0,2360083649928100.0,189793694968850.0,0.028,1376600038.0,1.402,0.649,0.221,1200.0,30051464267.0,7211.0,11.717,28.503,55,263.75,279.98,259.7,275.3,246.86999999999992,246.86999999999992,246.86999999999992,207.47625630043348,251.24955848244682,234.3805310371822,73.91667660664982,6.179432838653071,3.045068453287823,3.134364385365248,0,270.96230632750576,244.07100000000028,217.17969367249484
279.15,0.029262,21.339999999999975,926033.06692,362608,1146282.0,40054.0,307539.0,2452139971627759.0,195800645477940.0,0.0272,850227205.0,1.355,0.618,0.221,741.7260000000001,30922012946.0,6596.0,10.555,27.684,53,275.31,287.34,266.0,279.15,253.5099999999999,253.5099999999999,253.5099999999999,208.18942787953364,257.4496565974586,236.13619648670448,75.23794474388016,8.265375241803042,4.089129810990867,4.176245430812175,0,281.8557822131323,247.9420000000003,214.02821778686834
305.26,0.03147,29.850000000000023,1058927.30554,424683,1175506.0,43155.0,327797.0,2383628844056100.0,186974815387850.0,0.0302,830159711.0,1.51,0.6859999999999999,0.227,706.215,32292950752.0,7078.0,14.264,29.694000000000006,55,279.15,308.94,279.09,305.26,263.45142857142844,263.45142857142844,263.45142857142844,209.15530421904077,268.07417735357893,238.84693387938273,81.92502535359057,11.888317292797439,5.648967307352182,6.239349985445257,0,302.0597394783465,254.60700000000026,207.15426052165398
311.0,0.031314,19.75,1270368.753,486058,1137893.0,38987.0,327085.0,2431627905427886.0,194560916584750.0,0.0304,1039761847.0,1.486,0.68,0.222,913.761,34492709970.0,5901.0,17.852999999999994,26.881,55,305.31,318.75,299.0,311.0,273.7214285714285,273.7214285714285,273.7214285714285,210.16868427656274,277.6132490527836,241.67646588411282,83.01120615053954,15.049216993231255,7.529017244527997,7.520199748703258,0,318.09040114674286,262.35000000000025,206.60959885325764
321.93,0.029191,22.530000000000033,1636122.34727,645395,1261456.0,42468.0,349959.0,2450503703949248.0,194653034671786.0,0.0348,1591305249.0,1.897,0.926,0.223,1261.0,36157454917.0,6908.0,18.645,32.792,58,311.02,333.31,310.78,321.93,285.9957142857142,285.9957142857142,285.9957142857142,211.28073716933326,287.4614159299428,244.8236633004221,84.87505687495435,18.226113146069906,9.66843642483638,8.557676721233527,0,333.3714750042221,271.2760000000002,209.18052499577828
316.77,0.029046,20.94,1093231.5557799998,458451,1222353.0,40420.0,388301.0,2511147459232083.0,200567071098470.0,0.0302,1039278261.0,1.403,0.6609999999999999,0.222,850.2280000000002,35625500602.0,5404.0,14.941,26.811,76,321.95,326.8,305.86,316.77,296.16428571428565,296.16428571428565,296.16428571428565,212.33038157560856,293.97443461217773,247.645088269033,80.39100858694607,20.0958054236948,11.753910224608063,8.341895199086736,0,341.9441836053439,279.3860000000002,216.8278163946565
317.71,0.028618,12.620000000000005,792802.32148,347597,1163851.0,40069.0,324071.0,2533983749178500.0,201593861667680.0,0.0307,982458596.0,1.5490000000000002,0.7140000000000001,0.221,844.145,35928403994.0,7099.0,12.015,27.525,71,316.77,325.0,312.38,317.71,303.87428571428563,303.87428571428563,303.87428571428563,213.3789349927667,299.24900469836047,250.39273186632585,80.5921632791946,21.406637773130967,13.684455734312644,7.722182038818323,0,347.28796079409653,287.2460000000002,227.2040392059039
334.87,0.030172000000000008,27.949999999999992,1008827.56698,410721,1164479.0,40034.0,335018.0,2495871727286803.0,196455823694270.0,0.0308,1105974123.0,1.4580000000000002,0.685,0.225,949.759,36136464375.0,8472.0,11.47,26.523000000000003,76,317.76,342.0,314.05,334.87,312.3842857142857,312.3842857142857,312.3842857142857,214.5878013112466,307.16478143205813,253.70556591078366,83.84932737353198,23.558581775986852,15.659280942647486,7.899300833339366,0,352.55105939295515,297.1320000000002,241.7129406070452
346.33,0.030557,21.05000000000001,948088.44982,461788,1218838.0,41294.0,336913.0,2394725595605838.0,191022549646560.0,0.0349,1155577363.0,1.654,0.8109999999999999,0.222,948.098,38124484698.0,6756.0,14.68,28.473000000000006,75,334.82,349.45,328.4,346.33,321.98142857142847,321.98142857142847,321.98142857142847,215.89866895989093,315.8681633360452,257.33789665938036,85.58878953911618,25.890291957415343,17.705483145601058,8.184808811814285,0,357.9098106654708,307.20600000000013,256.5021893345295
387.0,0.032795,49.600000000000016,1440843.34203,598900,1171566.0,39194.0,355871.0,2438661057420395.0,195166820122240.0,0.0343,1111595784.0,1.4780000000000002,0.6990000000000001,0.221,948.812,40517051496.0,8828.0,20.149,24.699,75,346.32,392.67,343.07,387.0,333.6585714285714,333.6585714285714,333.6585714285714,217.60116976626017,331.67523815025737,262.4226850256792,89.79102752312778,30.666414840786274,20.2976694846381,10.368745356148175,0,380.80410641066504,319.53200000000015,258.25989358933526
372.42,0.033638,90.85000000000002,2324909.09616,960835,1125886.0,38262.0,337038.0,2515079370334200.0,200611809030310.0,0.0369,1255021156.0,1.976,0.898,0.222,1115.0,42459334887.0,12290.0,22.298,27.552,80,387.01,415.85,325.0,372.42,342.43285714285713,342.43285714285713,342.43285714285713,219.1416556392327,340.7296296724224,266.7363052207506,80.70547738977554,32.89583972273459,22.817303532257398,10.078536190477195,0,390.1804220807223,329.24400000000014,268.307577919278
385.94,0.034394,31.5,1191565.09389,534803,1176793.0,39135.0,352199.0,2428338119437700.0,193862534497400.0,0.0378,1254208262.0,1.725,0.8320000000000001,0.222,1066.0,43399141501.0,11558.0,17.596,25.906,75,372.45,398.0,366.5,385.94,351.57714285714286,351.57714285714286,351.57714285714286,220.8013406577478,350.7763786341063,271.4109599179761,82.4761996067417,35.34617728297633,25.323078282401184,10.023099000575144,0,399.4132883166655,339.9230000000001,280.43271168333473
389.61,0.034812,22.210000000000036,1180792.42379,503335,1163939.0,38778.0,364471.0,2463087173003900.0,195075381577840.0,0.0359,1322553604.0,1.467,0.7090000000000001,0.225,1136.0,43855635079.0,9095.0,16.114,23.124,72,385.91,402.98,380.77,389.61,361.98285714285714,361.98285714285714,361.98285714285714,222.48102881040703,359.4060722709716,276.04621639178094,82.93404726087965,37.155915516408186,27.689645729202585,9.4662697872056,0,409.6883127662006,348.3580000000001,287.0276872337996
400.72,0.034119,22.889999999999986,1124119.0672,459722,1182699.0,39224.0,367159.0,2453222927579741.0,194386861791890.0,0.0358,962537464.0,1.359,0.655,0.223,813.8480000000002,44214198434.0,7857.0,14.566,21.956,75,389.59,407.0,384.11,400.72,373.8414285714286,373.8414285714286,373.8414285714286,224.254550911796,368.5869450996446,280.935384376417,84.27358543233471,39.03664016634582,29.959044616631232,9.077595549714587,0,420.40046598844805,357.3300000000001,294.25953401155215
394.77,0.033562,13.150000000000036,821379.08397,388529,1215885.0,40071.0,376641.0,2452907616640600.0,197253550679490.0,0.0367,992573811.0,1.461,0.721,0.221,816.3389999999998,44500990027.0,10650.0,14.299,23.259,79,400.72,403.66,390.51,394.77,382.3985714285715,382.3985714285715,382.3985714285715,225.951222047002,374.405401744168,285.39948694989084,80.62373507193846,39.59063651411634,31.885362996128254,7.705273517988086,0,426.4613483344264,364.61400000000015,302.7666516655739
379.34,0.03271,35.40999999999997,1041207.35946,466548,1249695.0,41244.0,351170.0,2517385816455300.0,200374314120920.0,0.0375,1118674019.0,1.771,0.889,0.222,895.158,43616032054.0,11080.0,13.437,27.759,77,394.77,398.26,362.85,379.34,387.1142857142858,387.1142857142858,387.1142857142858,227.47747854404676,375.5019791343529,289.08342863813044,71.9242674011262,38.342620700955194,33.17681453709364,5.165806163861554,0,424.15905678573614,370.87100000000015,317.58294321426416
397.03,0.033757,21.259999999999987,623029.78053,300577,1182406.0,40882.0,338630.0,2543810968810946.0,201241657972210.0,0.0359,640265829.0,1.681,0.825,0.223,541.494,43262932678.0,6259.0,12.375,25.948,77,379.34,397.05,375.79,397.03,388.547142857143,388.547142857143,388.547142857143,229.16456830977765,380.28598377116333,293.3166275150665,75.22486369257471,38.33904568265564,34.20926076620604,4.129784916449594,0,420.41106465097596,378.80300000000017,337.1949353490244
390.14,0.033395999999999995,16.639999999999983,594900.5813300001,319111,1229151.0,42761.0,312459.0,2592107455956343.0,206636642971720.0,0.0375,736729731.0,1.94,0.947,0.221,599.381,43948363682.0,6486.0,11.818,29.148000000000003,79,397.05,400.0,383.36,390.14,391.07857142857154,391.07857142857154,391.07857142857154,230.7663138987351,382.4757651553493,297.11362251447565,71.68981933063795,37.349702911251086,34.837349195215054,2.5123537160360314,0,414.1361698310914,384.33000000000015,354.5238301689089
395.44,0.033255,14.050000000000011,826969.90633,395123,1289980.0,43623.0,316283.0,2573426338302053.0,204232765645290.0,0.0444,1301037210.0,2.859,1.411,0.222,1009.0,44307408252.0,6523.0,11.675,37.486,78,390.14,399.18,385.13,395.44,392.43571428571437,392.43571428571437,392.43571428571437,232.4048580390462,385.35670623193835,300.969558886457,72.75061442802593,36.571731191076594,35.184225594387364,1.3875055966892305,0,405.4801168478999,389.24100000000016,373.0018831521004
379.0,0.03327,31.20999999999998,992412.6023,459623,1254244.0,42282.0,306646.0,2534224749941378.0,201382514966850.0,0.0454,1198105069.0,3.085,1.5719999999999998,0.223,955.241,43485067707.0,5735.0,10.993,39.705,84,395.43,398.21,367.0,379.0,390.9200000000001,390.9200000000001,390.9200000000001,233.8635161680109,383.94410484706316,304.0295761850273,64.65745499209687,34.233984331212525,34.9941773417524,-0.7601930105398722,0,405.79298305669266,388.44100000000014,371.0890169433076
387.18,0.033473,23.379999999999995,751848.7983,349082,1229214.0,42490.0,239533.0,2562045580658100.0,204993920410380.0,0.0585,1600318907.0,5.5070000000000014,2.882,0.221,1302.0,42760025239.0,6442.0,10.251,52.432,75,378.99,389.23,365.85,387.18,388.9857142857143,388.9857142857143,388.9857142857143,235.389053320568,384.6631926588269,307.2903771189478,66.64569798794577,32.664821015578696,34.52830607651766,-1.863485060938963,0,403.7135243449164,389.91700000000014,376.1204756550839
424.54,0.036038,54.90000000000003,1511330.7732,634978,1209139.0,40820.0,273889.0,2583444541516700.0,204906855863970.0,0.0653,1573186862.0,6.622999999999998,3.352,0.222,1301.0,44331943151.0,8445.0,11.232,54.582,75,387.18,431.49,376.59,424.54,393.23857142857145,393.23857142857145,393.23857142857145,237.27115229250265,393.5247054013098,311.8884015456557,73.87460651052946,34.04345578520372,34.43133601825487,-0.38788023305114905,0,418.35178227777044,393.77700000000016,369.2022177222299
438.11,0.037254,27.659999999999968,1109670.94324,502635,1201546.0,41348.0,288549.0,2676094574784387.0,213000842197490.0,0.0606,1967810617.0,5.8660000000000005,2.959,0.221,1638.0,48205275937.0,8426.0,16.480999999999998,50.301,78,424.54,444.71,417.05,438.11,401.63428571428574,401.63428571428574,401.63428571428574,239.2695487871046,403.43254864546316,316.8382681517084,75.91634854116198,35.818130253881975,34.70869486538029,1.1094353885016872,0,434.53034697489863,398.6270000000001,362.7236530251016
432.32,0.036472,15.920000000000016,681698.5971,351377,1107833.0,37635.0,311321.0,2729266699180400.0,216247877083330.0,0.0458,967004713.0,3.585,1.715,0.222,872.8789999999998,48934563148.0,6443.0,14.011,38.069,79,438.12,442.94,427.02,432.32,406.67571428571426,406.67571428571426,406.67571428571426,241.19044879917323,409.8519822798047,321.36696351830807,73.28465990605983,36.33848056120672,35.03465200454558,1.303828556661145,0,443.03555105333794,401.78700000000015,360.53844894666236
433.62,0.036408,24.519999999999985,716666.25258,371807,1152319.0,39418.0,310443.0,2656591643638469.0,210945144693010.0,0.0436,897418323.0,2.93,1.429,0.221,778.793,48031577416.0,5871.0,13.249,35.012,82,432.3,436.99,412.47,433.62,412.88714285714286,412.88714285714286,412.88714285714286,243.105170701669,415.1337639954037,325.7690433803352,73.50672703617948,36.43575239103433,35.314872081843326,1.1208803091910013,0,450.691003809501,405.67200000000014,360.65299619049927
430.89,0.03507,25.629999999999995,868870.6499600002,443560,1181976.0,40568.0,302595.0,2581957215398700.0,201917292593250.0,0.047,1287091844.0,3.143,1.589,0.225,1089.0,48393136652.0,6165.0,12.649,36.907,83,433.61,446.0,420.37,430.89,417.95142857142855,417.95142857142855,417.95142857142855,244.97367646583152,418.6351497742029,329.89143383600833,72.15039425162045,35.878962486870364,35.427690162848734,0.4512723240216303,0,454.38665936505834,410.8270000000001,367.2673406349419
421.95,0.03532,18.81,743254.57018,374074,1229256.0,41973.0,294554.0,2477494953102993.0,198698184440410.0,0.0518,1263151877.0,3.582,1.891,0.219,1028.0,48032081975.0,5653.0,11.799,40.219,82,430.89,433.81,415.0,421.95,424.0871428571428,424.0871428571428,424.0871428571428,246.73463490895756,419.37178315771337,333.50157368557666,67.74222571598892,34.32069162193426,35.20629045466584,-0.8855988327315814,0,456.28351135530175,413.31900000000013,370.3544886446985
407.46,0.034667,33.5,978339.69221,455992,1216891.0,41021.0,306627.0,2599290832333296.0,207157840125500.0,0.0485,1230571246.0,3.64,1.872,0.221,1011.0,46198497008.0,5234.0,10.659,41.105,80,421.92,426.75,393.25,407.46,426.9842857142857,426.9842857142857,426.9842857142857,248.33389227304752,416.7247202337771,336.40190412927956,61.21412728521365,31.552807706420936,34.47559390501686,-2.9227861985959223,0,455.45860666013283,415.0510000000001,374.6433933398674
415.94,0.035085000000000005,16.910000000000025,663555.73445,322537,1182994.0,40494.0,304315.0,2658943276749900.0,211574087646280.0,0.0443,1247810767.0,3.1710000000000003,1.625,0.22,1055.0,46200963877.0,5204.0,10.074,38.194,75,407.46,418.98,402.07,415.94,425.7557142857143,425.7557142857143,425.7557142857143,250.00161473799233,416.5503379596044,339.5210451438176,63.43490981144432,29.701128767412854,33.520700877496054,-3.8195721100832003,0,455.3429177866387,417.1010000000001,378.85908221336155
387.97,0.033645,33.579999999999984,860998.7256,414222,1256752.0,43296.0,326515.0,2728688407264615.0,216360184777100.0,0.0491,1279735960.0,4.055,2.089,0.222,1018.0,45618383891.0,4887.0,9.76,44.694,81,415.94,418.68,385.1,387.97,418.5928571428571,418.5928571428571,418.5928571428571,251.37443449184315,410.199151746359,341.42100415778555,52.71383402419928,25.68068368679502,31.95269743935585,-6.272013752560827,0,452.8978198276128,417.99800000000016,383.0981801723875
395.24,0.033884,17.120000000000005,643235.76543,305450,1102479.0,38709.0,294112.0,2705914605775058.0,213019498051280.0,0.0393,848401948.0,2.822,1.382,0.223,769.54,43737925725.0,5202.0,9.792,34.999,78,387.93,397.04,379.92,395.24,413.29571428571427,413.29571428571427,413.29571428571427,252.8059326561034,406.8748958027237,343.531553014343,54.849809463277985,22.818047983327517,30.125767548150183,-7.307719564822666,0,451.0943988206968,418.8040000000002,386.5136011793036
390.71,0.033541,13.800000000000011,445317.81989,222729,1122524.0,37975.0,314108.0,2729429715947221.0,218579571116990.0,0.0363,593936089.0,2.28,1.034,0.219,529.1080000000002,43906489305.0,6153.0,9.014,30.719,76,395.23,396.95,383.15,390.71,407.1657142857143,407.1657142857143,407.1657142857143,254.17811243066956,403.28269673545174,345.3816881902511,53.23613060656533,19.953839976527263,28.0913820338256,-8.137542057298337,0,451.4687399568937,415.42100000000016,379.3732600431066
407.68,0.034704,22.980000000000015,717403.81877,307676,1162182.0,39426.0,312163.0,2726633820925500.0,215629550865990.0,0.0396,1164955721.0,2.668,1.296,0.221,1002.0,45017104469.0,6115.0,8.417,34.114000000000004,78,390.72,410.42,387.44,407.68,403.84999999999997,403.84999999999997,403.84999999999997,255.70549439653354,404.2598752386847,347.82475924161383,58.19761234767229,18.83614037032737,26.240333701125955,-7.404193330798584,0,445.2482464852329,412.37800000000016,379.5077535147674
382.93,0.033836,39.06,970445.38395,411636,1138199.0,38422.0,298839.0,2759997186292721.0,216549848112920.0,0.0395,1108736440.0,2.88,1.45,0.224,974.115,43969972683.0,6068.0,9.047,35.415,75,407.68,409.06,370.0,382.93,398.2757142857143,398.2757142857143,398.2757142857143,256.97140987517497,399.51990296342143,349.20143534978587,49.88481211950145,15.771433950993242,24.14655375109941,-8.37511980010617,0,441.6541831209482,407.43900000000014,373.2238168790521
385.81,0.033662,15.540000000000019,738690.7794,351141,1166218.0,38849.0,312148.0,2736414288730281.0,219523155402300.0,0.0368,1101031542.0,2.374,1.16,0.219,944.104,43287881031.0,7461.0,8.351,32.198,76,382.91,392.91,377.37,385.81,395.18285714285713,395.18285714285713,395.18285714285713,258.2533858963175,396.4732578604389,350.63706533606876,50.76608123227674,13.420322836688797,22.00130756821729,-8.580984731528492,0,434.15711846385466,402.65800000000013,371.1588815361456
383.27,0.03383,25.620000000000005,877763.7365799998,392116,1136576.0,37975.0,308659.0,2725937120855200.0,215616286100150.0,0.0372,890070098.0,2.483,1.216,0.222,783.115,43083710049.0,9005.0,7.73,33.036,75,385.81,397.1,371.48,383.27,390.51571428571424,390.51571428571424,390.51571428571424,259.4973323053094,393.53920055811915,351.91678826406604,49.93212143251722,11.222724979764337,19.8455910505267,-8.622866070762363,0,424.9704783144563,397.89600000000013,370.821521685544
395.11,0.034282,18.25,732601.46905,311832,1131912.0,38556.0,286630.0,2780535651250185.0,220807855006430.0,0.0369,1356887075.0,2.486,1.1909999999999998,0.22,1199.0,43935734013.0,6517.0,7.4,32.233000000000004,74,383.31,398.0,379.75,395.11,391.5357142857142,391.5357142857142,391.5357142857142,260.846712083366,393.8882671007593,353.6106397046909,53.74645905013018,10.317567399783513,17.93998632037806,-7.622418920594548,0,417.0266442556353,395.21200000000016,373.39735574436503
