ETH_DOLLAR,ETH_BTC,Price_Diff,Volume,Num_of_Trades,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,transactionvalue,marketcap,tweets,google_trends,fee_to_reward,fear_gear_index,Open,High,Low,Close,SMA_7,SMA_30,SMA_100,EMA_200,EMA_8,EMA_50,RSI,macd,macd_signal,macd_hist,ENGULFING,BB_upper,BB_middle,DD_lower
150.81,0.030636,32.86000000000001,596789.8391600001,224184,622942.0,19002.0,205686.0,2996308598761106.0,234633578976250.0,0.014,775923730.0,0.163,0.0547,0.24,1246.0,16531834217.0,6800.0,5.2120000000000015,2.951,28,179.04,179.33,146.47,150.81,180.64142857142846,180.64142857142846,180.64142857142846,,180.31696239284466,210.52246291564248,20.768968928283584,-10.283355049456532,-5.1214256310788295,-5.161929418377702,-100,230.43454434159696,190.31700000000006,150.19945565840317
133.82,0.029316,27.749999999999986,996552.28721,357568,625752.0,19756.0,179409.0,2925334600717700.0,230295242437720.0,0.0125,790097169.0,0.145,0.0575,0.239,1263.0,14443140845.0,6639.0,6.146,3.017,21,150.76,154.7,126.95,133.82,169.78142857142848,169.78142857142848,169.78142857142848,,169.98430408332362,207.51452319346043,17.131908718745585,-13.749933608910766,-6.847127226645217,-6.902806382265549,0,231.60252603927893,182.37400000000008,133.14547396072123
138.23,0.029671,14.859999999999983,718957.78552,246564,579531.0,17952.0,152401.0,2789702882290300.0,221566796082300.0,0.0126,514639857.0,0.122,0.0423,0.235,888.028,13890832374.0,6214.0,4.813,2.446,15,133.68,142.01,127.15,138.23,162.75285714285704,162.75285714285704,162.75285714285704,,162.92779206480725,204.79748306822668,20.99911556021245,-15.957424689863075,-8.669186719288788,-7.288237970574286,0,226.10989167811536,174.94300000000007,123.77610832188478
126.63,0.02895,14.760000000000005,334674.07185,117670,568895.0,17791.0,151104.0,2756727218807600.0,215689547905340.0,0.0127,352713307.0,0.118,0.0397,0.238,619.997,13834533137.0,5709.0,4.063,2.366,14,138.36,140.4,125.64,126.63,154.50714285714275,154.50714285714275,154.50714285714275,,154.86161605040564,201.73209157535504,18.54726485348202,-18.430445625767447,-10.62143850058452,-7.8090071251829265,-100,218.06724409604217,166.3170000000001,114.56675590395801
125.02,0.028291000000000007,10.340000000000003,504352.2438600001,166040,559992.0,17659.0,151266.0,2764589515424500.0,218429979513000.0,0.0117,376409724.0,0.116,0.0389,0.235,672.17,12757726837.0,5971.0,4.384,2.462,12,126.58,128.9,118.56,125.02,147.09714285714276,147.09714285714276,147.09714285714276,,148.23014581698217,198.72377425867444,18.229129798374068,-20.28639712112539,-12.554430224692695,-7.731966896432695,0,205.94723066954973,157.8350000000001,109.72276933045046
114.89,0.029216,18.490000000000013,471321.56764,153585,497041.0,15620.0,132710.0,2757041523861200.0,216033459063090.0,0.0116,279595350.0,0.114,0.0324,0.235,562.52,12707848758.0,5387.0,3.753,2.139,15,125.0,130.81,112.32,114.89,138.33857142857133,138.33857142857133,138.33857142857133,,140.82122452431946,195.4361752681382,16.331051773954535,-22.317397328358823,-14.507023645425921,-7.810373682932902,0,200.49761322645946,150.5810000000001,100.66438677354074
118.67,0.029038,19.399999999999988,836233.31252,264902,529038.0,16512.0,147337.0,2707010252063751.0,212245886270272.0,0.0107,438319365.0,0.111,0.0394,0.234,828.5219999999998,11441302607.0,5090.0,5.484,2.476,9,114.83,122.35,102.95,118.67,129.7242857142856,129.7242857142856,129.7242857142856,,135.8987301855818,192.42573702232883,19.691347507051667,-23.352769031138735,-16.276172722568482,-7.076596308570252,0,191.66066944982668,144.01300000000012,96.36533055017355
110.68,0.028671,15.090000000000005,679491.7387100001,224345,557364.0,17257.0,154099.0,2694695626556127.0,212100501218170.0,0.011,387315524.0,0.106,0.0361,0.237,694.9060000000002,11697819826.0,6607.0,4.721,2.436,17,118.65,121.5,106.41,110.68,123.99142857142849,123.99142857142849,123.99142857142849,,130.29456792211917,189.2200218449826,18.041911740431615,-24.535208182534546,-17.927979814561695,-6.607228367972851,0,183.29435880649243,137.3920000000001,91.48964119350778
111.43,0.028761,11.950000000000005,524024.40616,179214,565825.0,17909.0,148349.0,2516274193303300.0,195092609882560.0,0.0111,305177652.0,0.0918,0.0296,0.24,539.35,11092620900.0,6232.0,4.659,2.3080000000000003,11,110.66,114.31,102.36,111.43,120.79285714285707,120.79285714285707,120.79285714285707,,126.1024417172038,186.1694327530225,18.73007109577099,-25.12218805120608,-19.366821461890574,-5.755366589315507,0,170.99499825349244,130.91500000000013,90.83500174650784
122.9,0.028808,15.429999999999993,578552.74124,195923,622580.0,19897.0,153228.0,2399785635667600.0,187564003664410.0,0.0129,395873163.0,0.122,0.0407,0.239,635.859,12173058034.0,6651.0,4.488,2.992,14,111.38,126.8,111.37,122.9,118.60285714285706,118.60285714285706,118.60285714285706,,125.39078800226963,183.6882785274138,28.60335930922304,-24.380794067387967,-20.36961598299005,-4.0111780843979155,0,149.44584049992787,125.30800000000013,101.1701595000724
117.98,0.027461000000000003,9.22,478777.39614,180848,555591.0,17814.0,139939.0,2419083794819300.0,190638762929750.0,0.013,432746105.0,0.158,0.0501,0.235,778.893,12357924956.0,6296.0,3.781,3.344,18,122.88,124.0,114.78,117.98,117.36714285714278,117.36714285714278,117.36714285714278,,123.74394622398749,181.1114832910446,27.083434710476205,-23.914564660494733,-21.078605718490987,-2.835958942003746,0,139.37037459958594,122.02500000000013,104.67962540041432
113.73,0.028158,9.170000000000002,418593.63529,153866,599039.0,18642.0,154881.0,2425633227354397.0,189671498488230.0,0.0127,2007350905.0,0.172,0.069,0.238,3351.0,11978975767.0,5172.0,3.4760000000000004,4.101,19,117.99,120.26,111.09,113.73,115.75428571428564,115.75428571428564,115.75428571428564,,121.51862484087916,178.46907218159188,25.807693163585622,-23.615785898279285,-21.586041754448647,-2.029744143830637,0,136.03447982799685,120.01600000000015,103.99752017200343
118.1,0.02818,9.450000000000003,330159.06742,122161,525648.0,16262.0,133335.0,2512715173157626.0,194448985034110.0,0.0122,1806093974.0,0.13,0.0445,0.238,3436.0,12076953169.0,5182.0,2.761,2.773,13,113.71,120.8,111.35,118.1,116.21285714285708,116.21285714285708,116.21285714285708,,120.7589304317949,176.10165758623535,29.48570656767395,-22.763970219640072,-21.821627447486932,-0.9423427721531397,100,128.45056067223157,118.00300000000013,107.55543932776868
116.57,0.028026,4.730000000000004,273657.6215,102151,492410.0,15282.0,132122.0,2425443086725400.0,186147631508180.0,0.0127,166685100.0,0.123,0.0403,0.238,338.509,12195681696.0,4054.0,2.919,2.477,15,118.09,120.73,116.0,116.57,115.91285714285709,115.91285714285709,115.91285714285709,,119.82805700250714,173.767082778932,28.944680891937914,-21.959226081451064,-21.849147174279757,-0.11007890717130664,0,125.72366740514107,116.99700000000014,108.27033259485921
108.76,0.027983,10.259999999999991,324446.03324,115448,548100.0,18022.0,143838.0,2421792604186906.0,185696072355580.0,0.0122,255345961.0,0.123,0.0424,0.239,465.875,11607159175.0,5647.0,3.7,2.875,17,116.63,116.96,106.7,108.76,115.63857142857137,115.63857142857137,115.63857142857137,,117.36848877972777,171.21778541505233,26.292614471350944,-21.70150088963402,-21.81961791735061,0.11811702771658972,0,123.55458576664,115.37100000000014,107.18741423336027
109.94,0.027809,7.200000000000002,275321.0063,111872,565202.0,17972.0,137585.0,2466816920214600.0,189767464721670.0,0.0118,251846370.0,0.12,0.0413,0.238,445.586,11490472936.0,5846.0,3.894,2.9130000000000003,12,108.76,113.2,106.0,109.94,115.42571428571422,115.42571428571422,115.42571428571422,,115.71771349534382,168.81473500661892,27.37533268723898,-21.158137837473816,-21.68732190137525,0.5291840639014325,0,123.69057520246801,114.87600000000013,106.06142479753225
102.71,0.027266,8.200000000000003,354071.53241,111602,595937.0,18963.0,156409.0,2399104010082600.0,185166751954510.0,0.0118,310259326.0,0.118,0.0433,0.239,520.624,11141282534.0,6799.0,3.85,3.092,19,109.92,110.58,102.38,102.71,112.54142857142851,112.54142857142851,112.54142857142851,,112.82711049637852,166.22239245733974,24.956381898746415,-21.06805980130872,-21.563469481361942,0.4954096800532213,0,124.27794162559377,113.28000000000013,102.28205837440649
91.0,0.025976,14.480000000000004,586138.59043,188007,590923.0,19164.0,149322.0,2443511423464527.0,188464769426230.0,0.0107,381727622.0,0.0853,0.0395,0.238,645.985,10362701549.0,,4.846,2.422,13,102.73,104.68,90.2,91.0,108.6871428571428,108.6871428571428,108.6871428571428,,107.9766414971833,163.27249471391465,21.623653102208507,-21.691525045893798,-21.589080594268314,-0.10244445162548388,0,128.67051330039462,111.31200000000013,93.95348669960565
93.05,0.027341000000000004,14.830000000000013,1030073.58467,307599,572417.0,18403.0,166672.0,2360514415848520.0,180036274466300.0,0.00975,430578083.0,0.0755,0.0328,0.241,752.211,9107119844.0,7960.0,5.7,2.366,11,91.18,96.9,82.07,93.05,105.73285714285707,105.73285714285707,105.73285714285707,,104.65961005336479,160.51867139180035,23.548455989030423,-21.76926533671238,-21.625117542757128,-0.144147793955252,0,129.9971502455153,109.47400000000012,88.95084975448496
90.38,0.026494,13.450000000000005,698217.12529,228982,552589.0,17323.0,184772.0,2309150851056900.0,176329496098100.0,0.0103,247807313.0,0.0581,0.0198,0.239,448.448,9487542766.0,6119.0,4.654,1.714,11,93.06,98.0,84.55,90.38,101.77285714285708,101.77285714285708,101.77285714285708,,101.48636337483927,157.76813525878856,22.76430844037104,-21.79508162910058,-21.659110360025817,-0.1359712690747621,-100,127.49703287894016,106.22200000000012,84.94696712106008
93.26,0.0263,10.07000000000001,520519.36023,158700,507555.0,16875.0,153463.0,2289042591113700.0,174779146367420.0,0.0107,223084597.0,0.0633,0.0196,0.236,439.528,9772874497.0,5542.0,3.866,1.666,14,90.39,98.7,88.63,93.26,98.44285714285706,98.44285714285706,98.44285714285706,,99.65828262487499,155.23840446432627,25.640626984698162,-21.33718748064007,-21.594725784148668,0.25753830350859985,0,124.72829926376293,103.75000000000011,82.77170073623729
89.91,0.026179,7.099999999999994,408573.02929,119278,555379.0,18196.0,158795.0,2359598295442062.0,184569782198800.0,0.0103,232592017.0,0.0675,0.0229,0.233,418.799,9625335731.0,5193.0,4.057,1.926,19,93.26,95.21,88.11,89.91,95.74999999999991,95.74999999999991,95.74999999999991,,97.49199759712499,152.67650625003895,24.49779360730459,-21.00251613947424,-21.476283855213783,0.47376771573954457,0,122.67929803648771,101.36800000000011,80.05670196351251
87.76,0.025962,5.820000000000008,339991.84246,104079,536006.0,17723.0,146046.0,2350544392253284.0,177711738862680.0,0.01,231501936.0,0.0647,0.0239,0.241,431.902,9338497189.0,5051.0,4.011,1.864,15,89.88,91.65,85.83,87.76,92.5814285714285,92.5814285714285,92.5814285714285,,95.32933146443055,150.13076090690018,23.76567284084475,-20.67247430648706,-21.31552194546844,0.6430476389813791,0,117.81316671729071,98.3340000000001,78.85483328270949
89.41,0.025954,4.680000000000007,285436.04029000003,86407,533920.0,16675.0,151945.0,2258098227396557.0,172762924194380.0,0.0105,212296035.0,0.0627,0.0238,0.237,397.61800000000005,9410079142.0,5114.0,3.795,1.795,14,87.77,91.31,86.63,89.41,90.68142857142848,90.68142857142848,90.68142857142848,,94.01392447233488,147.74955459682567,25.603226471618267,-20.046686838403247,-21.0617549240554,1.0150680856521532,0,111.39030940604451,95.61800000000011,79.84569059395571
86.34,0.026148,6.0,331218.30083,94842,565689.0,17641.0,148425.0,2219036998826300.0,171176084989920.0,0.0106,268876297.0,0.0694,0.0328,0.236,475.30800000000005,9314838517.0,5936.0,3.604,1.965,14,89.39,90.71,84.71,86.34,90.01571428571421,90.01571428571421,90.01571428571421,,92.30860792292712,145.34133676949918,24.423616232574542,-19.572845524794516,-20.763973044203222,1.191127519408706,0,107.30464444229908,93.37600000000012,79.44735555770116
83.82,0.026,5.049999999999997,318003.73427,102917,567306.0,18675.0,148869.0,2216544178961867.2,167949464257290.0,0.0102,232833026.0,0.0892,0.0266,0.239,410.419,8932166389.0,5193.0,3.588,1.982,10,86.35,87.25,82.2,83.82,88.69714285714278,88.69714285714278,88.69714285714278,,90.4222506067211,142.92873532755803,23.467823978453918,-19.179575600744442,-20.447093555511465,1.2675179547670226,0,100.43340411814584,90.7640000000001,81.09459588185435
83.76,0.026076,3.2099999999999937,217360.65775,83696,551916.0,16796.0,161896.0,2222301523650900.0,171972615485070.0,0.00991,154327327.0,0.052000000000000005,0.0207,0.235,279.621,8783175127.0,4054.0,3.28,1.612,11,83.82,85.0,81.79,83.76,87.75142857142849,87.75142857142849,87.75142857142849,,88.94175047189418,140.608392765693,23.444299165072078,-18.65767380155141,-20.089209604719453,1.4315358031680425,0,95.32445629680878,88.8690000000001,82.41354370319142
84.67,0.026231,3.9099999999999966,241366.76305,78098,516697.0,15879.0,161571.0,2222616642203200.0,169428638302090.0,0.0102,154968508.0,0.0521,0.0154,0.238,299.921,9060189253.0,4175.0,3.004,1.4980000000000002,13,83.75,87.64,83.73,84.67,86.52428571428563,86.52428571428563,86.52428571428563,,87.99247258925104,138.41473030429327,24.67755337999895,-17.9635607246731,-19.664079828710182,1.700519104037081,100,94.96699814292184,88.23600000000009,81.50500185707834
94.02,0.026801,12.599999999999996,472252.23388,156319,570051.0,18889.0,156778.0,2241415641433900.0,166813938769800.0,0.0105,312555843.0,0.0623,0.025,0.244,548.295,9390230799.0,5563.0,4.042,1.964,17,84.68,97.0,84.4,94.02,87.11142857142849,87.11142857142849,87.11142857142849,,89.33192312497303,136.67376048843863,36.07262024106646,-16.469158049344827,-19.025095472837112,2.555937423492285,0,95.36014195103607,88.3330000000001,81.30585804896413
100.39,0.027493,9.959999999999994,529946.79175,173951,556320.0,19672.0,144162.0,2219953418650700.0,163330446297180.0,0.0114,308782760.0,0.114,0.0316,0.246,555.045,9928031910.0,5622.0,3.886,2.19,23,94.03,101.3,91.34,100.39,88.9157142857142,88.9157142857142,88.9157142857142,,91.78927354164568,135.25086792026457,42.459365719177036,-14.602498881502498,-18.14057615457019,3.5380772730676924,0,99.42583511557797,89.33400000000009,79.24216488442221
98.74,0.026954,9.799999999999997,827748.5909600002,258340,597725.0,19629.0,166383.0,2254503611243900.0,165210546673420.0,0.0122,453833981.0,0.0786,0.0349,0.246,759.2689999999999,10856383855.0,6555.0,3.994,2.242,21,100.39,107.55,97.75,98.74,90.24857142857135,90.24857142857135,90.24857142857135,,93.33387942127997,133.8190691782934,41.308147589310096,-13.10523031545506,-17.133506986747165,4.0282766712921045,0,101.27794945583783,89.88200000000009,78.48605054416235
114.05,0.028094,18.120000000000005,859612.57205,272100,602429.0,19588.0,167251.0,2241346879022300.0,164230891976020.0,0.0128,481881768.0,0.0807,0.0369,0.246,799.898,11339911461.0,7404.0,4.27,2.235,27,98.73,116.0,97.88,114.05,94.20714285714277,94.20714285714277,94.20714285714277,,97.93746177210664,133.04381156345838,53.819826905484206,-10.561498757264559,-15.819105340850644,5.257606583586085,100,110.74036651121449,92.29600000000009,73.8516334887857
107.69,0.028059,13.239999999999995,666048.7178600001,242389,606526.0,19662.0,158889.0,2263365004345400.0,166134908766410.0,0.0132,515438132.0,0.0801,0.0384,0.247,849.82,11873058184.0,6817.0,3.915,2.153,35,113.71,118.0,104.76,107.69,97.61714285714278,97.61714285714278,97.61714285714278,,100.10469248941628,132.04954444332276,49.133997282399505,-8.955538148912865,-14.446391902463088,5.490853753550223,0,114.55884055191378,94.2890000000001,74.01915944808643
115.2,0.029165,10.120000000000003,405672.83117,159158,495551.0,16613.0,128889.0,2267410862086375.0,168324969691470.0,0.0129,236128865.0,0.0737,0.031,0.243,476.4980000000001,11653640263.0,5356.0,3.275,1.642,28,107.67,115.5,105.38,115.2,102.10857142857137,102.10857142857137,102.10857142857137,,103.45920526954599,131.388777994565,54.20432642619855,-6.996161169162519,-12.956345755802975,5.960184586640455,100,120.3125640607797,96.86800000000011,73.42343593922051
129.03,0.032837,17.03,936094.1049,302293,543655.0,17293.0,149885.0,2300951669671214.0,169314561043410.0,0.0148,386003123.0,0.0867,0.043,0.246,710.015,13534069564.0,5561.0,5.718,1.827,31,115.18,131.94,114.91,129.03,108.44571428571422,108.44571428571422,108.44571428571422,,109.14160409853577,131.29627689673893,61.76319893861596,-4.278060559168239,-11.220688716476028,6.942628157307789,0,130.22604130424398,101.1370000000001,72.04795869575622
138.03,0.034455,28.869999999999976,1319609.8165,426763,615551.0,19050.0,161392.0,2386131983288240.0,177120199715160.0,0.0162,578884771.0,0.105,0.0515,0.243,940.433,15325951983.0,5624.0,6.3889999999999985,2.153,25,129.03,157.67,128.8,138.03,114.73285714285707,114.73285714285707,114.73285714285707,,115.56124763219448,131.56034446941584,65.72763695294518,-1.3817930093531459,-9.25290957505145,7.871116565698305,0,140.51546374510318,106.5580000000001,72.60053625489704
127.6,0.03407,19.579999999999984,1076164.12809,328349,535001.0,16454.0,151206.0,2456450188201000.0,182556771293750.0,0.0139,314423541.0,0.107,0.0469,0.241,587.706,13531599488.0,5484.0,4.438,2.187,33,138.01,139.26,119.68,127.6,118.61999999999993,118.61999999999993,118.61999999999993,,118.23652593615127,131.40503684316423,58.197069865837015,0.07108661525245452,-7.388110336990669,7.459196952243124,0,143.27523837786748,110.94200000000009,78.60876162213272
129.35,0.034242,12.809999999999988,794834.0560100002,258222,560047.0,18494.0,160624.0,2526466171406500.0,189650114779800.0,0.0137,282457324.0,0.119,0.0365,0.242,504.346,13715418564.0,5472.0,3.91,1.916,26,127.61,135.32,122.51,129.35,122.99285714285709,122.99285714285709,122.99285714285709,,120.70618683922876,131.32444716304013,59.04493295275851,1.3481736531599466,-5.640853538960546,6.989027192120493,0,144.13352346074555,115.41000000000008,86.68647653925461
113.8,0.031898,19.870000000000005,752177.9011100002,230428,548411.0,17564.0,164942.0,2498949194711700.0,184493827712440.0,0.0131,354013333.0,0.0773,0.0341,0.244,645.526,13006807157.0,6689.0,3.998,1.7180000000000002,29,129.35,131.09,111.22,113.8,122.9571428571428,122.9571428571428,122.9571428571428,,119.17147865273348,130.63721394096012,49.447772342927706,1.0929207779802255,-4.294098675572392,5.387019453552617,0,142.4362507173655,117.38800000000008,92.33974928263463
135.3,0.03525,24.789999999999992,894454.19051,248671,572189.0,17910.0,164509.0,2451909893634200.0,181439076633581.0,0.0133,372025611.0,0.079,0.0382,0.244,650.18,12934785711.0,5983.0,3.801,1.834,21,113.75,136.66,111.87,135.3,126.9014285714285,126.9014285714285,126.9014285714285,,122.75559450768161,130.8200682962166,59.298408352152606,2.5955811090732652,-2.9161627186432604,5.511743827716526,100,145.19832638869775,120.87900000000006,96.55967361130237
132.89,0.035983999999999995,16.919999999999987,1006654.49844,291165,543746.0,16917.0,173014.0,2438650420454265.0,182096863505260.0,0.0149,526069928.0,0.0821,0.032,0.242,967.492,14478531973.0,6636.0,4.099,1.607,24,135.3,145.42,128.5,132.89,129.42857142857136,129.42857142857136,129.42857142857136,,125.00768461708569,130.90124208852183,57.93560624789421,3.5510491051253723,-1.6227203538895338,5.173769459014906,0,144.4541650786898,124.29400000000005,104.1338349213103
137.77,0.036235,11.97,704259.41614,232606,460395.0,14545.0,140079.0,2493085723019279.0,183080717609180.0,0.0147,224954513.0,0.17,0.0436,0.245,488.612,14409560320.0,5866.0,3.728,2.766,23,133.0,139.0,127.03,137.77,130.67714285714277,130.67714285714277,130.67714285714277,,127.84375470217776,131.1706051438739,59.94310156588676,4.648455095136299,-0.3684852640843672,5.0169403592206665,0,147.02753078724734,126.66600000000005,106.30446921275276
131.45,0.035536,9.960000000000008,484604.83962,157669,522040.0,16503.0,155403.0,2504221630111100.0,185549892873690.0,0.0143,287773761.0,0.0872,0.0375,0.243,551.248,14269447137.0,4953.0,3.197,1.6780000000000002,26,137.81,138.66,128.7,131.45,129.73714285714277,129.73714285714277,129.73714285714277,,128.64514254613826,131.18156180489845,56.20220902967497,4.951112721553557,0.6954343330432176,4.255678388510339,-100,145.07726314096604,129.04200000000006,113.00673685903409
139.1,0.036629,10.669999999999987,401776.88797,125799,448168.0,13666.0,135734.0,2398246576921200.0,174832246186400.0,0.0148,227254178.0,0.0921,0.031,0.245,507.074,14199136596.0,4259.0,3.439,1.514,24,131.45,140.67,130.0,139.1,131.3799999999999,131.3799999999999,131.3799999999999,,130.96844420255198,131.49208879294164,59.49717110068591,5.7420711157943884,1.7047616895934519,4.037309426200936,0,145.50702127884833,131.43200000000004,117.35697872115176
152.01,0.039404,17.610000000000017,941486.31524,253070,589959.0,18126.0,165887.0,2424370581382824.0,180860689910100.0,0.0161,410154078.0,0.0878,0.0398,0.243,695.225,15573600781.0,5770.0,5.877000000000002,1.73,30,139.1,155.37,137.76,152.01,134.61714285714277,134.61714285714277,134.61714285714277,,135.64434549087375,132.2967127618459,64.36883902319984,7.326188705404206,2.829047092755603,4.497141612648603,0,152.27876815316915,133.73000000000005,115.18123184683094
146.3,0.038846,10.529999999999973,708091.3171399998,206600,596593.0,19345.0,183848.0,2591208341205066.0,181235777835320.0,0.0153,380407982.0,0.0837,0.034,0.258,637.634,15859523142.0,5651.0,5.704,1.753,33,152.01,153.64,143.11,146.3,139.25999999999993,139.25999999999993,139.25999999999993,,138.01226871512404,132.8458612809892,60.88090722395578,8.02831856956685,3.868901388117852,4.1594171814489975,0,154.48504666795077,134.55700000000004,114.6289533320493
151.97,0.040093,11.26000000000002,805248.93821,224385,549398.0,18872.0,157214.0,2592140443986810.0,180422356371150.0,0.0154,584705525.0,0.1,0.0471,0.259,1064.0,15936783956.0,5716.0,5.117,1.909,48,146.3,154.8,143.54,151.97,141.64142857142852,141.64142857142852,141.64142857142852,,141.11398677842982,133.59582750526414,63.02354713122475,8.93923719739152,4.882968549972586,4.056268647418935,0,158.795290237048,136.99400000000006,115.19270976295212
152.83,0.040533,8.060000000000002,773169.13736,231172,511189.0,17351.0,146872.0,2637334375701200.0,185492837267620.0,0.0159,664350852.0,0.154,0.0334,0.256,1300.0,16582694929.0,5306.0,4.933,1.94,36,152.08,159.26,151.2,152.83,144.48999999999995,144.48999999999995,144.48999999999995,,143.7175452721121,134.3501087795675,63.35142910062624,9.619652222640013,5.830305284506071,3.789346938133942,0,162.36770528778712,139.34200000000004,116.31629471221298
153.86,0.03857,9.890000000000015,627908.47366,204337,487372.0,15855.0,150961.0,2696379667584000.0,187147617866760.0,0.0151,374879090.0,0.0958,0.0345,0.258,769.185,16242628184.0,4943.0,4.341,1.591,31,152.83,157.4,147.51,153.86,146.78857142857137,146.78857142857137,146.78857142857137,,145.97142410053164,135.1152025529178,63.76584261625632,10.125280493445615,6.68930032629398,3.4359801671516355,0,160.35806713684676,143.34800000000004,126.33793286315333
149.34,0.037589,7.619999999999976,424765.30258,157568,550964.0,18204.0,167336.0,2701574064117131.0,190299031086600.0,0.0149,406857700.0,0.0945,0.039,0.257,738.447,16135254357.0,6101.0,5.19,1.672,39,153.89,155.48,147.86,149.34,149.34428571428563,149.34428571428563,149.34428571428563,,146.7199965226357,135.673037746921,60.53108871315204,10.045470386601636,7.360534338355511,2.684936048246125,-100,161.1809690486053,144.75200000000004,128.32303095139477
147.6,0.037296,6.450000000000018,441661.06778,170585,553367.0,17916.0,172132.0,2668628294540000.0,184975053074820.0,0.0148,354084794.0,0.0855,0.0382,0.259,639.873,15756485186.0,6291.0,5.2620000000000005,1.686,39,149.29,151.65,145.2,147.6,150.55857142857135,150.55857142857135,150.55857142857135,,146.9155528509389,136.14076175684568,59.28431272653605,9.729659386805338,7.834359348045476,1.8953000387598617,0,160.6527361029245,146.22300000000004,131.79326389707558
148.1,0.037337,4.729999999999991,299443.563,125358,558847.0,17865.0,169040.0,2703895132196200.0,190204811642950.0,0.0147,334126158.0,0.0815,0.0348,0.257,597.885,15873629114.0,5529.0,4.6960000000000015,1.592,42,147.62,151.5,146.77,148.1,149.99999999999991,149.99999999999991,149.99999999999991,,147.17876332850804,136.60975149187135,59.542192763662925,9.411235846944379,8.149734647825257,1.261501199119122,0,160.5517472900187,147.25600000000003,133.96025270998135
124.95,0.034852999999999995,28.449999999999992,871751.7503799999,290765,582839.0,19150.0,164827.0,2674362619191130.0,186249201355220.0,0.0134,432063818.0,0.0857,0.0388,0.259,741.309,14269284777.0,6232.0,5.5470000000000015,1.936,37,148.11,149.45,121.0,124.95,146.9499999999999,146.9499999999999,146.9499999999999,,142.23903814439515,136.1525063353274,45.251466843253205,7.207784516888665,7.961344621637939,-0.7535601047492735,-100,163.16432406978495,146.60600000000005,130.04767593021515
124.65,0.03462,7.280000000000001,545293.9836899999,197047,541838.0,18683.0,163141.0,2692032647716248.0,186799922252190.0,0.0124,495150248.0,0.0779,0.0321,0.259,913.834,13290346230.0,5170.0,4.504,1.783,19,124.96,127.36,120.08,124.65,143.04714285714277,143.04714285714277,143.04714285714277,,138.33036300119622,135.70142765551063,45.10040150877517,5.375362141296421,7.444148125569635,-2.068785984273214,0,166.04439905283658,145.16100000000006,124.27760094716353
123.35,0.034404000000000004,4.189999999999999,300262.13404000003,122024,452707.0,15918.0,122361.0,2624800536300680.0,181132806944500.0,0.0125,188274158.0,0.0691,0.0266,0.26,415.885,13213050775.0,4277.0,3.4360000000000004,1.344,22,124.67,126.19,122.0,123.35,138.8357142857142,138.8357142857142,138.8357142857142,,135.00139344537484,135.21705794352982,44.40856155004861,3.774742192997138,6.710266939055136,-2.9355247460579976,0,166.26967205198082,142.29500000000004,118.32032794801927
114.16,0.032845,12.379999999999995,422561.96777,137005,481347.0,15798.0,128361.0,2608139705984278.0,182513524853340.0,0.0122,216989274.0,0.0676,0.0268,0.256,450.796,12751594197.0,4805.0,3.51,1.421,21,123.35,124.25,111.87,114.16,133.16428571428563,133.16428571428563,133.16428571428563,,130.36997267973598,134.39129096535217,39.764694990807484,1.74457280680258,5.717128112604625,-3.972555305802045,0,168.12718728852403,139.08100000000007,110.03481271147612
126.95,0.035005,16.110000000000017,546420.40854,181074,577239.0,18452.0,195302.0,2633341356905600.0,184944123912811.0,0.0122,422260416.0,0.107,0.0512,0.256,731.5169999999998,12734925808.0,6104.0,4.685,2.6630000000000003,16,114.17,130.05,113.94,126.95,129.9657142857142,129.9657142857142,129.9657142857142,,129.60997875090575,134.09947563337758,47.92622861825186,1.154387985062641,4.8045800870962285,-3.6501921020335875,0,165.05802589626313,136.57900000000006,108.099974103737
118.95,0.033502,13.400000000000004,649020.5297,200989,539896.0,18074.0,172573.0,2702083965916100.0,188705698141580.0,0.0124,303884607.0,0.0997,0.0482,0.256,562.8580000000002,13293156187.0,6858.0,4.795,2.197,27,126.95,129.4,116.0,118.95,125.87285714285704,125.87285714285704,125.87285714285704,,127.24109458403781,133.50537854971572,43.917874352253286,0.04066041264462683,3.851796152205908,-3.8111357395612813,0,161.1877033059248,133.1910000000001,105.19429669407536
121.48,0.033836,8.36,513486.65472,192912,507687.0,18008.0,144089.0,2621048502732600.0,179519366955960.0,0.0123,325110197.0,0.104,0.0396,0.26,640.375,12810233133.0,6989.0,4.425,2.048,24,118.93,126.88,118.52,121.48,122.06999999999991,122.06999999999991,122.06999999999991,,125.96085134314052,133.03379507717784,45.471100849805765,-0.6305581744366577,2.955325286877395,-3.5858834613140527,0,154.9700502657693,129.95300000000006,104.93594973423085
121.54,0.033647,6.189999999999998,447535.22716,169098,517082.0,17900.0,145169.0,2580831091838975.0,177726193236590.0,0.0124,263149884.0,0.0777,0.0363,0.259,508.913,12732387849.0,5989.0,3.728,1.785,28,121.49,122.99,116.8,121.54,121.58285714285704,121.58285714285704,121.58285714285704,,124.97843993355374,132.58305801532774,45.509643838172614,-1.1444695099056474,2.1353663275207864,-3.279835837426434,0,148.9194554353119,127.17300000000007,105.42654456468824
