Date,ETH_DOLLAR,ETH_BTC,Price_Diff,Volume,Num_of_Trades,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,transactionvalue,marketcap,tweets,google_trends,mediantransactionvalue,fee_to_reward,fear_gear_index,Classification
2019-09-26,165.92,0.020579,18.899999999999977,779942.17148,202020,657676.0,,183844.0,2503888016862004.0,197288622970790.0,0.0124,460933873.0,0.309,0.128,0.225,700.8530000000001,18011711813.0,3938.0,3.466,,8.005,12,Extreme Fear
2019-09-27,173.79,0.021256999999999998,15.689999999999998,634932.96707,183611,623632.0,,182833.0,2483531791344500.0,194628803528910.0,0.0126,363861328.0,0.332,0.133,0.22699999999999998,583.455,18035674326.0,3882.0,3.1660000000000004,,8.193999999999999,24,Extreme Fear
2019-09-28,173.49,0.021158,7.490000000000009,521775.46593,159337,607857.0,,177582.0,2475973481680339.0,195696488270120.0,0.0131,277746525.0,0.34700000000000003,0.11800000000000001,0.22399999999999998,456.92699999999996,18754304988.0,3516.0,3.1189999999999998,,8.032,32,Fear
2019-09-29,169.24,0.021041999999999998,10.379999999999995,410855.12176,136438,591986.0,,157304.0,2451547170126610.0,194447165379690.0,0.0129,217362299.0,0.325,0.127,0.22399999999999998,367.175,18356187274.0,3650.0,2.47,,7.4910000000000005,33,Fear
2019-09-30,180.85,0.021817,16.230000000000018,580295.3997,175354,683924.0,,189906.0,2461361751335100.0,193284092404180.0,0.0129,454542850.0,0.257,0.111,0.226,664.61,18666792440.0,4510.0,3.227,,6.779,27,Fear
2019-10-01,175.66,0.021182,12.340000000000003,609972.52717,168529,644955.0,,196899.0,2449818489718000.0,194111519277170.0,0.013000000000000001,304545520.0,0.142,0.0754,0.22399999999999998,472.19699999999995,19371515558.0,3797.0,3.1510000000000002,,3.484,38,Fear
2019-10-02,180.24,0.021566,7.639999999999986,348268.1162,96660,627031.0,,192680.0,2412054863369323.0,188105608802580.0,0.013000000000000001,220245210.0,0.13699999999999998,0.0742,0.22699999999999998,351.251,19086756981.0,3513.0,2.7939999999999996,,3.365,39,Fear
2019-10-03,174.69,0.021241,11.169999999999987,354756.78478000005,101114,615189.0,,167070.0,2373851248992500.0,186874741041990.0,0.0133,176938337.0,0.185,0.0846,0.225,287.616,19045133451.0,3434.0,3.052,,4.385,37,Fear
2019-10-04,175.55,0.021580000000000002,8.23999999999998,333897.63876,89655,590197.0,,164523.0,2385742185927900.0,188233584769460.0,0.013000000000000001,196826779.0,0.147,0.0822,0.22399999999999998,333.49300000000005,18921438155.0,3327.0,2.8739999999999997,,3.3489999999999998,30,Fear
2019-10-05,176.25,0.021682,4.689999999999998,278488.61770999996,90341,595118.0,,171705.0,2387834041212111.0,188779207192040.0,0.013000000000000001,150837639.0,0.126,0.0692,0.22399999999999998,253.458,18933154861.0,3532.0,3.034,,2.908,31,Fear
2019-10-06,170.1,0.021654,9.359999999999985,314932.39629,114662,571769.0,,165986.0,2393554241959079.0,189703819594570.0,0.0128,166644494.0,0.11900000000000001,0.0598,0.223,291.454,18787056883.0,3141.0,2.4819999999999998,,2.693,32,Fear
2019-10-07,179.85,0.021959,13.639999999999986,496523.48038,159802,629382.0,,178427.0,2398938913247369.0,187521079757500.0,0.013000000000000001,249954219.0,0.12300000000000001,0.0727,0.226,397.142,19018221626.0,4045.0,3.029,,3.051,27,Fear
2019-10-08,180.6,0.0221,7.8700000000000045,400832.37828,139925,710373.0,,188596.0,2388887933570900.0,186237031001610.0,0.0134,297383047.0,0.11900000000000001,0.0695,0.22699999999999998,418.629,19536893977.0,4242.0,3.142,,3.248,39,Fear
2019-10-09,192.62,0.022494999999999998,16.569999999999993,562506.8218899999,182290,751354.0,,220596.0,2368818383320100.0,185630322285170.0,0.013999999999999999,344167563.0,0.141,0.0842,0.226,458.06300000000005,20091291085.0,4426.0,3.2969999999999997,,3.88,37,Fear
2019-10-10,191.14,0.022338999999999998,7.319999999999993,436588.58452,150166,706127.0,,209369.0,2418255518576291.0,188847994187550.0,0.0141,279496496.0,0.135,0.0773,0.22699999999999998,395.816,20724294913.0,4622.0,3.138,,3.424,41,Fear
2019-10-11,180.72,0.021873,17.24000000000001,621693.63125,181427,702492.0,,211962.0,2473563504330847.0,193819136375670.0,0.0133,273037377.0,0.124,0.0702,0.226,388.67,20083069376.0,4516.0,2.95,,3.218,39,Fear
2019-10-12,179.68,0.021644999999999998,7.049999999999983,290415.22038,118775,634435.0,,182021.0,2408733709452700.0,187091636226160.0,0.0134,223130068.0,0.113,0.0624,0.228,351.699,19766933795.0,3769.0,2.428,,2.734,38,Fear
2019-10-13,180.99,0.021874,6.429999999999978,247589.23231,113448,566845.0,,164534.0,2461158039603200.0,192886028171790.0,0.0131,148803874.0,0.121,0.0745,0.226,262.512,19746250209.0,3706.0,2.418,,2.6289999999999996,38,Fear
2019-10-14,186.72,0.022372,7.109999999999985,279732.84612,123915,650601.0,,186829.0,2411798918623500.0,188730194307680.0,0.0135,383058634.0,0.126,0.0764,0.225,588.7769999999999,19897433879.0,4193.0,2.825,,3.092,37,Fear
2019-10-15,180.49,0.022119,12.409999999999997,405466.38109,155734,690667.0,,194514.0,2516207775557752.0,199598980376500.0,0.0129,245503172.0,0.124,0.0726,0.22399999999999998,355.458,19803442011.0,4525.0,2.978,,3.1630000000000003,39,Fear
2019-10-16,174.47,0.021833,9.629999999999995,347764.93459,151051,694589.0,,190031.0,2492318145815961.0,193983568124440.0,0.0126,262250257.0,0.11599999999999999,0.0653,0.22699999999999998,377.56199999999995,19145503689.0,3991.0,2.928,,3.168,40,Fear
2019-10-17,177.16,0.021952,6.349999999999994,298795.8198,133295,703704.0,,188901.0,2486530148462043.0,193163709149900.0,0.0125,211686212.0,0.10800000000000001,0.0603,0.22899999999999998,300.817,19053445348.0,3714.0,3.016,,3.0189999999999997,40,Fear
2019-10-18,172.74,0.021744,8.780000000000001,319602.48508,139612,733646.0,,208511.0,2407066924696037.0,187017005196130.0,0.0128,295148103.0,0.11,0.0579,0.228,402.30300000000005,18822407040.0,3365.0,2.572,,3.2260000000000004,40,Fear
2019-10-19,171.79,0.021619,5.539999999999992,296918.73026,127763,665170.0,,188899.0,2483620623756600.0,193133980148450.0,0.0124,152749830.0,0.10800000000000001,0.0562,0.22699999999999998,229.64,18781264505.0,3221.0,2.303,,2.8930000000000002,41,Fear
2019-10-20,175.22,0.021309,7.6699999999999875,299141.07152,125469,612341.0,,170398.0,2480645837646600.0,193523976594300.0,0.0123,207278175.0,0.126,0.0725,0.226,338.501,18694257174.0,3403.0,2.373,,3.085,37,Fear
2019-10-21,173.98,0.021227,6.310000000000002,270608.51385,128045,678528.0,,189322.0,2417520184041400.0,185998401512450.0,0.0128,237255489.0,0.11900000000000001,0.066,0.22899999999999998,349.662,18890451578.0,3275.0,2.475,,3.258,37,Fear
2019-10-22,171.2,0.021348,4.739999999999981,255429.41624000002,123180,726230.0,,191582.0,2392022853360061.0,187613054703630.0,0.0129,233095654.0,0.128,0.0817,0.225,320.967,18796848924.0,3874.0,2.7039999999999997,,3.674,39,Fear
2019-10-23,162.35,0.021741999999999997,18.04000000000002,746955.09806,238790,736388.0,,188855.0,2482165726116600.0,194385028717630.0,0.0119,419810022.0,0.154,0.0822,0.226,570.094,17787452359.0,3813.0,3.1,,4.357,33,Fear
2019-10-24,160.38,0.021636000000000002,5.0,387310.83766,159778,724917.0,,188745.0,2458663391683621.0,189509524170720.0,0.0117,399329836.0,0.11900000000000001,0.0718,0.23,550.863,17496339577.0,3751.0,2.904,,3.747,20,Extreme Fear
2019-10-25,181.5,0.020963,27.53,904832.8605899999,267143,741655.0,,200617.0,2422857483247925.0,182918944426890.0,0.0125,334629929.0,0.129,0.0741,0.235,451.194,18339840917.0,3962.0,3.113,,3.995,24,Extreme Fear
2019-10-26,179.49,0.019441,23.939999999999998,1211737.4368399999,373782,716822.0,,198347.0,2436073791776800.0,187591000107710.0,0.0134,422989472.0,0.142,0.0827,0.23,590.09,19777294966.0,3715.0,3.6689999999999996,,3.89,53,Neutral
2019-10-27,183.75,0.019292,12.47999999999999,724423.40525,262415,642955.0,,171497.0,2416397768092151.0,182315454611900.0,0.0134,221230332.0,0.126,0.0737,0.233,344.084,19759910544.0,3129.0,2.589,,3.202,50,Neutral
2019-10-28,181.72,0.019733,9.129999999999995,582179.44545,225343,721335.0,,197838.0,2406581452067040.0,184699400622060.0,0.0136,575449252.0,0.136,0.0817,0.231,797.7560000000001,19925230802.0,3710.0,3.2239999999999998,,3.741,52,Neutral
2019-10-29,190.46,0.020246,11.480000000000018,529964.5054,212841,707622.0,,193002.0,2426720809283900.0,185686176200990.0,0.0137,370213893.0,0.146,0.0856,0.23199999999999998,523.18,20252996577.0,4693.0,3.175,,3.892,54,Neutral
2019-10-30,183.13,0.020006,12.430000000000007,537770.43056,194946,717618.0,,193618.0,2453140081571600.0,188954404688550.0,0.0135,322719527.0,0.145,0.085,0.231,449.709,20109272864.0,4088.0,2.904,,3.938,53,Neutral
2019-10-31,182.18,0.019928,7.610000000000014,410969.86104,167038,744118.0,,192558.0,2466873439152100.0,188922361604450.0,0.0132,314514180.0,0.132,0.0797,0.23199999999999998,422.667,19853132862.0,4026.0,2.985,,3.767,50,Neutral
2019-11-01,182.85,0.019808000000000003,7.47999999999999,331519.76963,154534,705011.0,,193686.0,2464978057075607.0,190444954463150.0,0.0132,255741662.0,0.127,0.0761,0.22899999999999998,362.74800000000005,19784615650.0,3420.0,2.605,,3.4410000000000003,49,Neutral
2019-11-02,182.91,0.019688,4.469999999999999,179864.39739,107048,590976.0,,165519.0,2463467566391600.0,187500815895740.0,0.0132,172953972.0,0.122,0.0685,0.23399999999999999,292.658,20001427085.0,3428.0,2.29,,2.815,51,Neutral
2019-11-03,181.54,0.019739,5.75,232621.52146999998,109861,571113.0,,159710.0,2427241437256400.0,186368509318260.0,0.0134,193709801.0,0.132,0.0669,0.23,339.17900000000003,19886441857.0,3582.0,2.305,,2.931,56,Greed
2019-11-04,185.71,0.01977,8.279999999999973,321175.29134,147624,670783.0,,183840.0,2404264712194113.0,183116302307830.0,0.0137,332554496.0,0.133,0.0772,0.23199999999999998,495.77099999999996,20129702800.0,4158.0,2.8960000000000004,,3.4189999999999996,49,Neutral
2019-11-05,188.68,0.020271,10.289999999999992,389668.6472,184562,739254.0,,214877.0,2421937723421829.0,185628855103980.0,0.0138,422667731.0,0.129,0.0779,0.231,571.749,20377443943.0,3882.0,3.233,,3.588,54,Neutral
2019-11-06,191.16,0.020464,7.3700000000000045,343219.9224,160110,707733.0,,194333.0,2461887745211200.0,188159382440180.0,0.0138,258426220.0,0.125,0.0688,0.23199999999999998,365.14599999999996,20732046707.0,4159.0,2.9789999999999996,,3.2960000000000003,53,Neutral
2019-11-07,186.68,0.020258,7.680000000000007,309882.08206,152881,857371.0,,264438.0,2468418965327485.0,187900690950680.0,0.0138,228983779.0,0.146,0.0857,0.23399999999999999,267.077,20515268216.0,3422.0,2.693,,4.601,54,Neutral
2019-11-08,183.74,0.02094,6.849999999999994,365029.75026999996,167904,699138.0,,195978.0,2440985568207533.0,186111104174500.0,0.0135,268510930.0,0.133,0.0692,0.233,384.06,20159711051.0,3196.0,2.7680000000000002,,3.572,42,Fear
2019-11-09,184.89,0.02099,3.1599999999999966,192073.38044,112521,604007.0,,165355.0,2469337794756456.0,185618861481030.0,0.0132,155834800.0,0.127,0.068,0.235,258.002,20038411267.0,3074.0,2.438,,3.009,38,Fear
2019-11-10,188.96,0.020905,8.280000000000001,274940.53448000003,133008,609364.0,,180311.0,2523533597875400.0,185990381006750.0,0.0132,151513327.0,0.125,0.065,0.24,248.642,20434120321.0,3065.0,2.519,,2.992,39,Fear
2019-11-11,184.98,0.021178,6.1299999999999955,255579.93429,128079,710155.0,,199172.0,2492579185523300.0,183815802800040.0,0.0134,232695304.0,0.132,0.0714,0.24100000000000002,327.668,20377441975.0,3789.0,2.904,,3.648,40,Fear
2019-11-12,187.09,0.021213,5.240000000000009,256782.63119000001,124488,708660.0,,211467.0,2513789977340700.0,186494790882040.0,0.0132,313239928.0,0.127,0.0756,0.239,442.017,20258787262.0,3573.0,2.714,,3.5189999999999997,39,Fear
2019-11-13,188.11,0.02143,4.359999999999985,197273.84000999999,89631,713551.0,,206844.0,2565168659290100.0,189817800205160.0,0.013000000000000001,243579356.0,0.13,0.0759,0.239,341.36199999999997,20389440453.0,3679.0,2.8680000000000003,,3.6010000000000004,38,Fear
2019-11-14,184.92,0.021387,5.3799999999999955,245505.29971,114266,679505.0,,189695.0,2516820631330685.0,185743483523310.0,0.0132,210846974.0,0.13699999999999998,0.0706,0.239,310.295,20270994877.0,3658.0,2.548,,3.537,41,Fear
2019-11-15,180.0,0.021247,9.030000000000001,407466.78964000003,156868,683049.0,,186461.0,2503835864737148.0,184337700150300.0,0.013000000000000001,272458859.0,0.128,0.0697,0.24100000000000002,398.88599999999997,19866293261.0,4035.0,2.503,,3.53,38,Fear
2019-11-16,182.37,0.021478,4.159999999999997,172801.52576,89596,596661.0,,165159.0,2454342093908715.0,180709457630370.0,0.0131,154911402.0,0.11599999999999999,0.0574,0.239,259.631,19773635279.0,3536.0,2.411,,2.826,41,Fear
2019-11-17,183.82,0.021621,6.090000000000003,198892.4372,93753,600168.0,,176832.0,2504386902419700.0,185678062380412.0,0.013000000000000001,146404209.0,0.124,0.0707,0.239,243.93900000000002,20024251096.0,3272.0,2.4730000000000003,,2.929,38,Fear
2019-11-18,178.2,0.021762,9.050000000000011,293551.23631999997,131823,734472.0,,194341.0,2534156551424802.0,186170138843020.0,0.013000000000000001,254497710.0,0.154,0.0705,0.24100000000000002,346.504,19895075839.0,3759.0,2.551,,3.622,38,Fear
2019-11-19,175.94,0.021632,5.8700000000000045,275886.6411,125824,735532.0,,193183.0,2410310780379600.0,175339112698980.0,0.0131,258961433.0,0.124,0.0745,0.244,352.074,19271931287.0,5559.0,2.792,,3.8160000000000003,32,Fear
2019-11-20,174.72,0.021578,3.9099999999999966,216315.93309,106534,689771.0,,186688.0,2356766229068800.0,173687985800440.0,0.0134,234903814.0,0.13,0.0743,0.24,340.55300000000005,19206413719.0,4708.0,2.528,,3.7310000000000003,32,Fear
2019-11-21,161.01,0.021111,18.590000000000003,473895.92991999997,178521,762896.0,,209649.0,2455855793041000.0,183089394668080.0,0.0126,327913177.0,0.17,0.0826,0.237,429.827,18464346362.0,4012.0,3.185,,5.115,30,Fear
2019-11-22,149.56,0.020577,24.789999999999992,977977.2379399999,324167,794748.0,,225652.0,2434560067467606.0,178071442561440.0,0.0119,518193085.0,0.242,0.0967,0.24100000000000002,652.0219999999999,16765813971.0,4443.0,3.7110000000000003,,7.734,20,Extreme Fear
2019-11-23,151.84,0.020766999999999997,8.219999999999999,369721.0996,177816,631670.0,,170061.0,2440567150083400.0,180526431005840.0,0.011000000000000001,187040614.0,0.102,0.0565,0.23800000000000002,296.105,16440738145.0,3602.0,2.889,,3.1439999999999997,23,Extreme Fear
2019-11-24,139.96,0.020272,14.240000000000009,352319.21558,158774,596880.0,,151191.0,2450648300538500.0,180434687090530.0,0.0108,158464031.0,0.107,0.055999999999999994,0.239,265.487,16272449919.0,3232.0,2.9189999999999996,,3.1180000000000003,21,Extreme Fear
2019-11-25,145.69,0.020491,20.05000000000001,749675.41303,238649,762888.0,,196239.0,2531851477661658.0,183594973223170.0,0.0104,416268525.0,0.184,0.0837,0.244,545.648,15523867315.0,3348.0,3.319,,6.7620000000000005,17,Extreme Fear
2019-11-26,147.47,0.020607,6.599999999999994,354023.04298,132207,679733.0,,177683.0,2453388471741300.0,168900969425630.0,0.0109,198046054.0,0.14800000000000002,0.0716,0.254,291.35900000000004,15973804205.0,3539.0,3.2119999999999997,,5.324,21,Extreme Fear
2019-11-27,152.62,0.020322999999999997,14.699999999999989,564796.4284,192325,674957.0,,172054.0,2522861708362364.0,174864931052230.0,0.0106,336266455.0,0.122,0.0628,0.255,498.204,16247951023.0,4156.0,3.029,,4.289,20,Extreme Fear
2019-11-28,150.72,0.020319999999999998,5.539999999999992,317714.56325999997,124573,623080.0,,168613.0,2538430650865425.0,174311144135120.0,0.0108,314651211.0,0.134,0.0643,0.256,504.99300000000005,16645684749.0,3137.0,2.69,,4.311,32,Fear
2019-11-29,154.57,0.019958,7.3700000000000045,328712.25558,129774,670568.0,,192510.0,2538603888365645.0,174011224911900.0,0.0108,213510657.0,0.107,0.0582,0.256,318.403,16738546971.0,3912.0,2.7939999999999996,,3.696,31,Fear
2019-11-30,151.37,0.020078,5.550000000000011,226863.41299,96632,584871.0,12880.0,155004.0,2532424011804274.0,176385613233040.0,0.0107,200683149.0,0.107,0.0557,0.253,343.124,16692296412.0,3119.0,2.6910000000000003,,3.174,38,Fear
2019-12-01,150.73,0.020392,6.700000000000017,344178.14088,125550,615069.0,25933.0,164768.0,2530005982019300.0,172298729343831.0,0.0106,124959428.0,0.11900000000000001,0.0674,0.257,203.16299999999998,16262763701.0,3174.0,2.595,,3.8930000000000002,25,Extreme Fear
2019-12-02,148.65,0.020378,4.7099999999999795,233839.0973,107070,681210.0,27066.0,204789.0,2538232409687400.0,175869515500910.0,0.0105,256553627.0,0.11,0.0629,0.254,376.615,16281421504.0,3678.0,2.6710000000000003,,3.9130000000000003,28,Fear
2019-12-03,147.17,0.020175,4.159999999999997,196329.22503,87660,610528.0,24340.0,177379.0,2585801731873215.0,178895505936070.0,0.0103,190105097.0,0.107,0.0565,0.256,311.378,16259799506.0,3741.0,3.177,,3.427,28,Fear
2019-12-04,145.38,0.020212,8.829999999999984,434490.46521000005,149685,661004.0,29349.0,180791.0,2559110105035919.0,175039027133230.0,0.0103,206471524.0,0.109,0.0579,0.258,312.36,16087274080.0,3638.0,2.6289999999999996,,3.842,24,Extreme Fear
2019-12-05,148.1,0.020046,5.380000000000024,299073.53972,111694,617647.0,24676.0,178283.0,2511602574789702.0,172717999534020.0,0.0105,204305098.0,0.1,0.0499,0.256,330.78,16104807973.0,3433.0,2.616,,3.315,21,Extreme Fear
2019-12-06,148.45,0.019721000000000002,4.030000000000001,220674.68581,90076,573631.0,23020.0,169094.0,2492341363791679.0,171194181550360.0,0.0106,211527251.0,0.0974,0.0546,0.257,368.751,16323921380.0,3141.0,2.866,,2.978,29,Fear
2019-12-07,147.14,0.019652,2.640000000000015,140471.68588,70677,488124.0,19382.0,138856.0,2556643462630200.0,176275315925430.0,0.0103,113050244.0,0.0949,0.0429,0.254,231.601,16308591384.0,3203.0,2.622,,2.479,32,Fear
2019-12-08,150.44,0.020031,5.509999999999991,205301.6026,79766,440672.0,20648.0,125421.0,2486122290887200.0,169371810276420.0,0.0106,84048606.0,0.0906,0.0316,0.256,190.72799999999998,16401502795.0,3404.0,2.826,,2.1630000000000003,28,Fear
2019-12-09,147.38,0.02008,4.6299999999999955,243775.99249,92204,635462.0,24920.0,193267.0,2498407919192009.0,172058354053790.0,0.0106,173630581.0,0.0902,0.0376,0.255,273.235,16365538454.0,3592.0,2.859,,3.025,32,Fear
2019-12-10,145.56,0.020149,4.759999999999991,203215.84937,85725,631603.0,25190.0,177445.0,2569204749012204.0,179237757566570.0,0.0102,230465138.0,0.0981,0.0455,0.253,364.889,16102583727.0,3201.0,2.687,,3.22,26,Fear
2019-12-11,143.39,0.019888,4.219999999999999,157843.10484,69834,625349.0,24671.0,178868.0,2524277250853200.0,171879797211730.0,0.0103,130015284.0,0.1,0.0433,0.258,207.908,15873064781.0,3254.0,2.681,,3.279,20,Extreme Fear
2019-12-12,144.87,0.020125,6.609999999999985,261615.30436999997,99231,635638.0,24847.0,171975.0,2506935598284600.0,174145582305180.0,0.0102,169990518.0,0.0948,0.0463,0.252,267.433,15661088277.0,3032.0,2.617,,3.2710000000000004,23,Extreme Fear
2019-12-13,144.8,0.019953,3.1999999999999886,160695.18555999998,90805,621511.0,24562.0,174064.0,2621770286282596.0,174453892194940.0,0.00983,158661081.0,0.0931,0.0457,0.263,255.283,15803253376.0,3068.0,2.523,,3.275,22,Extreme Fear
2019-12-14,141.79,0.020072,3.8899999999999864,126232.59201,76951,551143.0,23121.0,146811.0,2848512864360554.0,175956272507410.0,0.00897,115067603.0,0.0891,0.0448,0.281,208.78,15688929875.0,2683.0,2.48,,3.032,27,Fear
2019-12-15,142.46,0.020012000000000002,4.200000000000017,151189.65877,77131,526996.0,22918.0,149564.0,2805574273872200.0,174565853900440.0,0.009040000000000001,93178829.0,0.0956,0.0491,0.281,176.81099999999998,15580878839.0,2489.0,2.444,,3.096,21,Extreme Fear
2019-12-16,132.73,0.019257,14.789999999999992,471018.85942,153717,634682.0,26804.0,180305.0,2799702212054800.0,172709050070060.0,0.009040000000000001,219350382.0,0.111,0.0547,0.28300000000000003,345.60699999999997,15336493135.0,2995.0,2.897,,4.102,24,Extreme Fear
2019-12-17,121.88,0.01841,13.86999999999999,563257.3600100001,178977,646999.0,27159.0,169385.0,2691351108267649.0,165001817839550.0,0.00881,347184904.0,0.134,0.0561,0.285,536.6080000000001,14165635579.0,2816.0,3.373,,5.443,23,Extreme Fear
2019-12-18,132.78,0.01825,18.61,884960.91334,252627,663295.0,28105.0,179450.0,2599972154604700.0,157841314833830.0,0.008740000000000001,385882377.0,0.10800000000000001,0.0527,0.289,581.766,13675847007.0,3134.0,3.303,,4.729,15,Extreme Fear
2019-12-19,128.1,0.017917,8.310000000000002,420674.8172,154222,620066.0,27178.0,175927.0,2594205090863797.0,157298397126000.0,0.00883,419001531.0,0.0892,0.0484,0.287,675.737,13964829525.0,3075.0,3.1889999999999996,,3.875,21,Extreme Fear
2019-12-20,128.19,0.017832,3.549999999999983,213897.4673,90922,614338.0,27193.0,171799.0,2527841661802456.0,152176857113070.0,0.00911,175973366.0,0.0917,0.048,0.289,286.444,14011950946.0,2523.0,2.888,,3.944,23,Extreme Fear
2019-12-21,126.99,0.017806,1.9000000000000057,135196.11641,64847,545378.0,24585.0,156829.0,2552824139493600.0,156298534298030.0,0.00892,108684904.0,0.0807,0.0401,0.284,199.28400000000002,13991676969.0,2329.0,2.695,,3.069,23,Extreme Fear
2019-12-22,132.09,0.017616,6.25,253140.72413000002,91028,529935.0,24407.0,143602.0,2554315092624545.0,153702638930870.0,0.00902,105057389.0,0.079,0.0375,0.28800000000000003,198.24599999999998,14176613815.0,2571.0,2.8089999999999997,,2.9419999999999997,20,Extreme Fear
2019-12-23,127.8,0.017463,9.099999999999994,421600.75655,145867,631635.0,27160.0,175097.0,2565197255589467.0,154445288169570.0,0.00924,240084187.0,0.0902,0.0459,0.28800000000000003,380.1,14427623677.0,2693.0,2.931,,3.8819999999999997,33,Fear
2019-12-24,127.75,0.017603999999999998,3.0799999999999983,200637.10098,87657,602814.0,24708.0,159682.0,2534887005052100.0,154680569351620.0,0.009059999999999999,156545004.0,0.0799,0.0395,0.284,259.69,14072415096.0,2466.0,3.0269999999999997,,3.335,25,Extreme Fear
2019-12-25,125.09,0.017371,4.77000000000001,225004.4909,93397,565093.0,24056.0,150982.0,2506453062724700.0,150672571975632.0,0.00898,184750036.0,0.0801,0.0365,0.289,326.937,13797116855.0,2463.0,2.855,,3.2260000000000004,22,Extreme Fear
2019-12-26,125.58,0.01744,7.939999999999998,274986.52096999995,103034,586645.0,24563.0,165859.0,2488730631795398.0,150038014397430.0,0.00908,148227794.0,0.0791,0.0369,0.28800000000000003,252.67,13846777140.0,3040.0,3.2510000000000003,,3.303,39,Fear
2019-12-27,126.29,0.017415,5.189999999999998,240012.37451,102142,579990.0,24644.0,159719.0,2492178193150642.0,151235482854918.0,0.009009999999999999,159047767.0,0.0774,0.0391,0.287,274.225,13782949011.0,2923.0,2.9410000000000003,,3.1630000000000003,38,Fear
2019-12-28,128.11,0.017512,3.8400000000000034,196893.52277,82441,516349.0,21575.0,145008.0,2529318299916527.0,154455783538962.0,0.00897,126883918.0,0.0759,0.0404,0.284,245.733,14000817623.0,2605.0,3.177,,2.7430000000000003,37,Fear
2019-12-29,134.36,0.018184,10.549999999999997,316347.26665999996,115498,480131.0,21031.0,134423.0,2559612836228634.0,154876292152520.0,0.0091,134404075.0,0.0806,0.0377,0.28600000000000003,279.932,14380738393.0,2505.0,3.194,,2.658,37,Fear
2019-12-30,131.59,0.018161,5.939999999999998,320347.21956,101293,584426.0,24593.0,173853.0,2548326416155000.0,154652790395040.0,0.009340000000000001,196414671.0,0.0809,0.0398,0.287,336.08099999999996,14619943217.0,2799.0,3.365,,3.173,40,Fear
2019-12-31,129.16,0.017953,5.510000000000019,264933.98418,95085,554215.0,24239.0,149836.0,2525715320312598.0,152627095525800.0,0.00927,273312745.0,0.0889,0.0402,0.289,493.153,14371215079.0,2418.0,3.0989999999999998,,3.168,38,Fear
2020-01-01,130.77,0.01815,4.3700000000000045,144770.52197,75888,466526.0,20546.0,121990.0,2455803530504161.0,147420240635220.0,0.00945,81164059.0,0.0845,0.0379,0.289,173.975,14331115371.0,2161.0,2.877,,2.728,37,Fear
2020-01-02,127.19,0.018256,4.400000000000006,213757.05805999998,96193,505639.0,20138.0,133818.0,2222097715613600.0,153473647907190.0,0.0102,144820956.0,0.0742,0.0339,0.254,286.41200000000003,14130565623.0,3019.0,3.5260000000000002,,2.307,39,Fear
2020-01-03,134.35,0.018297,9.259999999999991,413055.18895,162310,581641.0,19394.0,160010.0,1983099873682300.0,157907878383400.0,0.0117,243626005.0,0.0773,0.035,0.221,418.86,14353027311.0,2750.0,3.6910000000000003,,2.349,38,Fear
2020-01-04,134.2,0.018248,3.3499999999999943,184276.17102,95488,559074.0,19029.0,152368.0,2077179211740500.0,166106171495940.0,0.0114,152506767.0,0.0664,0.0277,0.21899999999999997,272.785,14697491561.0,2250.0,3.355,,1.906,38,Fear
2020-01-05,135.37,0.0184,4.0,254120.45343000002,115106,524664.0,18408.0,142715.0,2041128402171200.0,160830266361280.0,0.0118,123974581.0,0.0702,0.0284,0.222,236.293,15025215835.0,2321.0,3.339,,1.882,39,Fear
2020-01-06,144.15,0.018576,9.549999999999983,408020.27375,159866,626525.0,20292.0,171432.0,2031846142514500.0,163490556563110.0,0.0123,236323126.0,0.0825,0.0383,0.21899999999999997,377.19699999999995,15448238891.0,2762.0,3.415,,2.47,41,Fear
2020-01-07,142.8,0.017528,6.550000000000011,447762.17281,188444,646478.0,21160.0,173444.0,2107075773207027.0,167171337367500.0,0.012,201062329.0,0.0778,0.0344,0.22,311.012,15632832169.0,2861.0,3.938,,2.4419999999999997,40,Fear
2020-01-08,140.72,0.017472,10.740000000000009,570465.5776399999,229912,653759.0,22384.0,185215.0,2065259962913800.0,163804273023300.0,0.0123,277970695.0,0.0929,0.0418,0.222,425.18800000000005,15638939380.0,2647.0,3.88,,2.925,51,Neutral
2020-01-09,137.74,0.017618,6.199999999999989,366076.06569,152241,621399.0,20203.0,179860.0,2015076915533400.0,159781088208270.0,0.0122,186854134.0,0.0775,0.0363,0.221,300.699,15220224023.0,3260.0,3.353,,2.401,44,Fear
2020-01-10,144.84,0.017675,9.849999999999994,409403.59507,167313,605095.0,20076.0,165961.0,2077129466563400.0,165532069926300.0,0.0119,185294698.0,0.0952,0.044000000000000004,0.22,306.224,15289315013.0,3759.0,3.013,,2.79,41,Fear
2020-01-11,142.38,0.017753,5.960000000000008,368350.57939,156488,549612.0,18343.0,152099.0,2096246941413100.0,166705689832830.0,0.0121,195150566.0,0.0821,0.042,0.221,355.07,15738932188.0,2808.0,3.245,,2.1790000000000003,50,Neutral
2020-01-12,146.54,0.017906000000000002,4.840000000000003,229541.86136999997,110842,523951.0,58220.0,138615.0,2074522124474636.0,165171163226410.0,0.0122,145576429.0,0.0797,0.0444,0.221,277.844,15809963535.0,2602.0,2.946,,2.015,45,Fear
